order,recipe,repeat_id,source_selection_id,label,image_id,source_path,input_folder,input_filename,output_path,input_sha256,output_sha256
55,messenger_upload_download,rep_02,rtv03_shoes_09,shoes,14640,data/raw/mini_cure_or/test/14640.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8701.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14640.jpg,71f1edf67d647e50b3565db5bf33ba1c9f68cbe182962d3b6b3f3b193c978591,71f1edf67d647e50b3565db5bf33ba1c9f68cbe182962d3b6b3f3b193c978591
56,messenger_upload_download,rep_02,rtv03_shoes_10,shoes,15631,data/raw/mini_cure_or/test/15631.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8702.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15631.jpg,231b89bd91820848b31a8ff7bd18916537b980ccd09c4ba8dafa0675c6c08870,231b89bd91820848b31a8ff7bd18916537b980ccd09c4ba8dafa0675c6c08870
57,messenger_upload_download,rep_02,rtv03_toy_04,toy,13864,data/raw/mini_cure_or/test/13864.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8703.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13864.jpg,00ac5690dd0e15e7e63e5f54a1703a38e7e2251267745588ba1cb5a72cbc3b12,00ac5690dd0e15e7e63e5f54a1703a38e7e2251267745588ba1cb5a72cbc3b12
58,messenger_upload_download,rep_02,rtv03_toy_05,toy,13931,data/raw/mini_cure_or/test/13931.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8704.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13931.jpg,95e944d759bf37a4fe29d9d63bc99b68ea15658ac3f2e5880cb445235e52e784,95e944d759bf37a4fe29d9d63bc99b68ea15658ac3f2e5880cb445235e52e784
59,messenger_upload_download,rep_02,rtv03_toy_06,toy,15247,data/raw/mini_cure_or/test/15247.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8705.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15247.jpg,b7c721d8cac78febe364b6877f431a43e71e168489667545452592d8cc5b8494,b7c721d8cac78febe364b6877f431a43e71e168489667545452592d8cc5b8494
60,messenger_upload_download,rep_02,rtv03_toy_07,toy,15321,data/raw/mini_cure_or/test/15321.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8706.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15321.jpg,13675797861ee051bd37ee07a680a494188cc8c8ba4ee97730da4bb4ba18c53e,13675797861ee051bd37ee07a680a494188cc8c8ba4ee97730da4bb4ba18c53e
61,messenger_upload_download,rep_02,rtv03_toy_08,toy,15600,data/raw/mini_cure_or/test/15600.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8707.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15600.jpg,fffcd2ccb9bd12f61367cba4b55bb23052cb99bc010be1104a1489c6ee52b355,fffcd2ccb9bd12f61367cba4b55bb23052cb99bc010be1104a1489c6ee52b355
62,messenger_upload_download,rep_02,rtv03_toy_09,toy,16118,data/raw/mini_cure_or/test/16118.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8708.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/16118.jpg,45ec9d801cbc3549960a714cb779317097567c4f07b08e0b02e4d1a4d25790b5,45ec9d801cbc3549960a714cb779317097567c4f07b08e0b02e4d1a4d25790b5
63,messenger_upload_download,rep_02,rtv03_toy_10,toy,16499,data/raw/mini_cure_or/test/16499.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8709.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/16499.jpg,b4390736dafe247bb7625859b351ae647e4350153a5d5d5d5596e5b332e6874c,b4390736dafe247bb7625859b351ae647e4350153a5d5d5d5596e5b332e6874c
64,messenger_upload_download,rep_02,rtv03_training_marker_cone_04,training_marker_cone,13638,data/raw/mini_cure_or/test/13638.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8710.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13638.jpg,43f4c2ba3c7d2afde02e2c38fb247ed2d4dff7edbc7ed01160a91b7e4d143823,43f4c2ba3c7d2afde02e2c38fb247ed2d4dff7edbc7ed01160a91b7e4d143823
65,messenger_upload_download,rep_02,rtv03_training_marker_cone_05,training_marker_cone,14003,data/raw/mini_cure_or/test/14003.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8711.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14003.jpg,7ecb9c85e4be6d99db99f9818cd552b6a9b96cfd9f23596094cede6ccd1a9a16,7ecb9c85e4be6d99db99f9818cd552b6a9b96cfd9f23596094cede6ccd1a9a16
66,messenger_upload_download,rep_02,rtv03_training_marker_cone_06,training_marker_cone,14029,data/raw/mini_cure_or/test/14029.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8712.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14029.jpg,6ef9a49bb67e98632fd57fdd596428cca20af60856b95b71a5c14e452692dc90,6ef9a49bb67e98632fd57fdd596428cca20af60856b95b71a5c14e452692dc90
67,messenger_upload_download,rep_02,rtv03_training_marker_cone_07,training_marker_cone,14751,data/raw/mini_cure_or/test/14751.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8713.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14751.jpg,4a58aa46e76ad35f94296f082ea43cac4c265ddcb8b1917a36fd842eb8b19325,4a58aa46e76ad35f94296f082ea43cac4c265ddcb8b1917a36fd842eb8b19325
68,messenger_upload_download,rep_02,rtv03_training_marker_cone_08,training_marker_cone,14901,data/raw/mini_cure_or/test/14901.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8714.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14901.jpg,484acb3c74c64351d5797aa1b5ba9efe1fbe89638011ea926ea3bed7fe6967cc,484acb3c74c64351d5797aa1b5ba9efe1fbe89638011ea926ea3bed7fe6967cc
69,messenger_upload_download,rep_02,rtv03_training_marker_cone_09,training_marker_cone,15604,data/raw/mini_cure_or/test/15604.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8715.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15604.jpg,f58528cf972c30dae36fd2c614979425cbfe6528fc11a3cbfb01f4e9dcb02bc2,f58528cf972c30dae36fd2c614979425cbfe6528fc11a3cbfb01f4e9dcb02bc2
70,messenger_upload_download,rep_02,rtv03_training_marker_cone_10,training_marker_cone,15877,data/raw/mini_cure_or/test/15877.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8716.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15877.jpg,93348e7d4b8581bbf0ac739fb3d7b09ab93ef44a702773fc73c265f91a19d353,93348e7d4b8581bbf0ac739fb3d7b09ab93ef44a702773fc73c265f91a19d353
1,phone_screenshot_resave,rep_01,rtv03_baseball_03,baseball,11442,data/raw/mini_cure_or/test/11442.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8434.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11442.jpg,9c0078f53296a461948cd6378c04de1f2367bfcfe73a066af6f9355c1141a95b,9c0078f53296a461948cd6378c04de1f2367bfcfe73a066af6f9355c1141a95b
2,phone_screenshot_resave,rep_01,rtv03_baseball_05,baseball,13590,data/raw/mini_cure_or/test/13590.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8435.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13590.jpg,c0bbbcb36fb9a3da05f8771d3c4523f7957ccf2776ece579bf83599523134410,c0bbbcb36fb9a3da05f8771d3c4523f7957ccf2776ece579bf83599523134410
3,phone_screenshot_resave,rep_01,rtv03_baseball_06,baseball,13724,data/raw/mini_cure_or/test/13724.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8436.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13724.jpg,1566916774569a508cd51fadff72d0c0f81e55172b45cf198c142d296ca91bf5,1566916774569a508cd51fadff72d0c0f81e55172b45cf198c142d296ca91bf5
4,phone_screenshot_resave,rep_01,rtv03_baseball_07,baseball,14773,data/raw/mini_cure_or/test/14773.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8437.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14773.jpg,9ad9230ddf406e1079217bcd4439ce55be9e69a394eede2124b072a77f51e514,9ad9230ddf406e1079217bcd4439ce55be9e69a394eede2124b072a77f51e514
5,phone_screenshot_resave,rep_01,rtv03_baseball_08,baseball,15024,data/raw/mini_cure_or/test/15024.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8438.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15024.jpg,eb78b53c8a76dd885b2a1c7df9186799e3affd8a652ccfcff6a4be7438ca19ee,eb78b53c8a76dd885b2a1c7df9186799e3affd8a652ccfcff6a4be7438ca19ee
6,phone_screenshot_resave,rep_01,rtv03_baseball_09,baseball,15309,data/raw/mini_cure_or/test/15309.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8439.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15309.jpg,1f2ce953b1d301328536858db2108fa71da523ab6ccf51307a3a4e28370fb95e,1f2ce953b1d301328536858db2108fa71da523ab6ccf51307a3a4e28370fb95e
7,phone_screenshot_resave,rep_01,rtv03_baseball_10,baseball,15621,data/raw/mini_cure_or/test/15621.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8440.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15621.jpg,2994257121ecf36fd1b79f31ad1dbd002585443403b5348e6c3c4dadc7742efd,2994257121ecf36fd1b79f31ad1dbd002585443403b5348e6c3c4dadc7742efd
8,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_04,calcium_bottle,14220,data/raw/mini_cure_or/test/14220.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8441.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14220.jpg,ecc27ee055fa4566e89a0fff8dfa5d43fba5ab6b43d65b4ee47ab35fe95a4f3d,ecc27ee055fa4566e89a0fff8dfa5d43fba5ab6b43d65b4ee47ab35fe95a4f3d
9,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_05,calcium_bottle,14405,data/raw/mini_cure_or/test/14405.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8442.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14405.jpg,becce5554dcc900cd08c22a225e23c81b136b550b6953c71affcb11d48e8bb73,becce5554dcc900cd08c22a225e23c81b136b550b6953c71affcb11d48e8bb73
10,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_06,calcium_bottle,14978,data/raw/mini_cure_or/test/14978.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8443.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14978.jpg,0a13acc20014884a752be23d14a89018ef6846f3ecef8f8d4dfc6a37e2184789,0a13acc20014884a752be23d14a89018ef6846f3ecef8f8d4dfc6a37e2184789
11,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_07,calcium_bottle,15012,data/raw/mini_cure_or/test/15012.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8444.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15012.jpg,793a27f3712bbc63b818ec71d3776108c1846c6278a8fa2b75e0f9c205f9bbdb,793a27f3712bbc63b818ec71d3776108c1846c6278a8fa2b75e0f9c205f9bbdb
12,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_08,calcium_bottle,15207,data/raw/mini_cure_or/test/15207.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8445.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15207.jpg,d11be8f205b57e86bb13453b1c17ea3f942f6222ec208a3a113f11156872430e,d11be8f205b57e86bb13453b1c17ea3f942f6222ec208a3a113f11156872430e
13,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_09,calcium_bottle,15222,data/raw/mini_cure_or/test/15222.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8446.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15222.jpg,87da600aa6a012a66e948af5d783947047f7e4c80a82d01a56997b149d2f0de9,87da600aa6a012a66e948af5d783947047f7e4c80a82d01a56997b149d2f0de9
14,phone_screenshot_resave,rep_01,rtv03_calcium_bottle_10,calcium_bottle,15381,data/raw/mini_cure_or/test/15381.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8447.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15381.jpg,7723746b2ed4af0ab504ec4f0dc610a8f098adc778bf25bc62192ae2cc62ce26,7723746b2ed4af0ab504ec4f0dc610a8f098adc778bf25bc62192ae2cc62ce26
15,phone_screenshot_resave,rep_01,rtv03_canon_camera_04,canon_camera,13124,data/raw/mini_cure_or/test/13124.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8448.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13124.jpg,5a507d30bd10f1900fd1a38102114629bd53554ed817f9a5fc26022adeb2d70e,5a507d30bd10f1900fd1a38102114629bd53554ed817f9a5fc26022adeb2d70e
16,phone_screenshot_resave,rep_01,rtv03_canon_camera_05,canon_camera,13641,data/raw/mini_cure_or/test/13641.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8449.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13641.jpg,94fc8265f568c0e761a54248618a4bbba1e464aff2e2ec8e5de18db457ef88bc,94fc8265f568c0e761a54248618a4bbba1e464aff2e2ec8e5de18db457ef88bc
17,phone_screenshot_resave,rep_01,rtv03_canon_camera_06,canon_camera,13924,data/raw/mini_cure_or/test/13924.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8450.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13924.jpg,97c7030976d62bab64cd20294c954c84bee5d8c09410f3aebd8df8a0bc6e3bda,97c7030976d62bab64cd20294c954c84bee5d8c09410f3aebd8df8a0bc6e3bda
18,phone_screenshot_resave,rep_01,rtv03_canon_camera_07,canon_camera,14484,data/raw/mini_cure_or/test/14484.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8451.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14484.jpg,80242eb0366ecbb8ea00ec397d144079b8736d111ca7c0634dcae85d67d7fc14,80242eb0366ecbb8ea00ec397d144079b8736d111ca7c0634dcae85d67d7fc14
19,phone_screenshot_resave,rep_01,rtv03_canon_camera_08,canon_camera,15716,data/raw/mini_cure_or/test/15716.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8452.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15716.jpg,5ecf3ea801ab80024d6a8995887726f5ed52760c4185f41146785852d79574d2,5ecf3ea801ab80024d6a8995887726f5ed52760c4185f41146785852d79574d2
20,phone_screenshot_resave,rep_01,rtv03_canon_camera_09,canon_camera,16451,data/raw/mini_cure_or/test/16451.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8453.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/16451.jpg,bb4103895ff316abd89ca4f10163f7f006d6869fd6f9f3b689691307e04eec7d,bb4103895ff316abd89ca4f10163f7f006d6869fd6f9f3b689691307e04eec7d
21,phone_screenshot_resave,rep_01,rtv03_canon_camera_10,canon_camera,16481,data/raw/mini_cure_or/test/16481.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8454.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/16481.jpg,f8a6dd12b6efe66e75624c96bebfa39aeaf743a6883a93f8452b24a75143c4fb,f8a6dd12b6efe66e75624c96bebfa39aeaf743a6883a93f8452b24a75143c4fb
22,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_04,dymo_label_maker,12706,data/raw/mini_cure_or/test/12706.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8455.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/12706.jpg,24455c48a3838c6d90cbef53140832ed1bab08ae8b483e9a9f87342d95face12,24455c48a3838c6d90cbef53140832ed1bab08ae8b483e9a9f87342d95face12
23,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_05,dymo_label_maker,13291,data/raw/mini_cure_or/test/13291.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8456.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13291.jpg,b84fff734d2a11f2be190718e1aa60b98ecc2f82952c016dfa338885db0dddea,b84fff734d2a11f2be190718e1aa60b98ecc2f82952c016dfa338885db0dddea
24,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_06,dymo_label_maker,13725,data/raw/mini_cure_or/test/13725.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8457.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13725.jpg,a8111234cec41326f50f5cb3deb1391ae390d0e179d6d529a293fb1e5b2c1c3d,a8111234cec41326f50f5cb3deb1391ae390d0e179d6d529a293fb1e5b2c1c3d
25,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_07,dymo_label_maker,14754,data/raw/mini_cure_or/test/14754.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8458.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14754.jpg,5f96ec0cd296ba1ce2cd0c25b49190f03e3076459e9e34a913647e971162a51e,5f96ec0cd296ba1ce2cd0c25b49190f03e3076459e9e34a913647e971162a51e
26,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_08,dymo_label_maker,14836,data/raw/mini_cure_or/test/14836.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8459.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14836.jpg,bb386f609c25b3dde12795063f10ea7037c15aa5c6f1ffe2e33370173f62effa,bb386f609c25b3dde12795063f10ea7037c15aa5c6f1ffe2e33370173f62effa
27,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_09,dymo_label_maker,15150,data/raw/mini_cure_or/test/15150.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8460.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15150.jpg,5ac1d01351ba3df57e31079b7219d8031fe5f507df3ce49fab058691681c1a40,5ac1d01351ba3df57e31079b7219d8031fe5f507df3ce49fab058691681c1a40
28,phone_screenshot_resave,rep_01,rtv03_dymo_label_maker_10,dymo_label_maker,15409,data/raw/mini_cure_or/test/15409.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8461.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15409.jpg,e55f688e414713648180c11c8774f652ba83314604ef76a2a189e3f2d506b811,e55f688e414713648180c11c8774f652ba83314604ef76a2a189e3f2d506b811
29,phone_screenshot_resave,rep_01,rtv03_hair_brush_02,hair_brush,11890,data/raw/mini_cure_or/test/11890.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8462.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11890.jpg,de5cb683c504c38bb2b1f6faaa5bf91ace5a3dca0c027886629768dd93e359c7,de5cb683c504c38bb2b1f6faaa5bf91ace5a3dca0c027886629768dd93e359c7
30,phone_screenshot_resave,rep_01,rtv03_hair_brush_05,hair_brush,13820,data/raw/mini_cure_or/test/13820.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8463.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13820.jpg,cf38aef72a6c6dd278695f50fbf569705d4746aaeb569fac52b5d4f33cecd9d8,cf38aef72a6c6dd278695f50fbf569705d4746aaeb569fac52b5d4f33cecd9d8
31,phone_screenshot_resave,rep_01,rtv03_hair_brush_06,hair_brush,15051,data/raw/mini_cure_or/test/15051.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8464.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15051.jpg,1c2d319704715ca6f5d92d3094369c81f49a0dca3490d9e7e9eba70bfa57229f,1c2d319704715ca6f5d92d3094369c81f49a0dca3490d9e7e9eba70bfa57229f
32,phone_screenshot_resave,rep_01,rtv03_hair_brush_07,hair_brush,15162,data/raw/mini_cure_or/test/15162.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8465.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15162.jpg,f966e45c3923e8c45a4ba3014e7894ff8d9877508191a2655aa7b18023cb024d,f966e45c3923e8c45a4ba3014e7894ff8d9877508191a2655aa7b18023cb024d
33,phone_screenshot_resave,rep_01,rtv03_hair_brush_08,hair_brush,15491,data/raw/mini_cure_or/test/15491.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8466.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15491.jpg,b807ea8fb8fb422e14fb2958f1285ade383d18e979ef2a14cc11e6f2a72d3c93,b807ea8fb8fb422e14fb2958f1285ade383d18e979ef2a14cc11e6f2a72d3c93
34,phone_screenshot_resave,rep_01,rtv03_hair_brush_09,hair_brush,15550,data/raw/mini_cure_or/test/15550.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8467.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15550.jpg,5232a8968ecf277e6d29a761c158accec84802dfb0a66eb7ef3c8013c1f2c755,5232a8968ecf277e6d29a761c158accec84802dfb0a66eb7ef3c8013c1f2c755
35,phone_screenshot_resave,rep_01,rtv03_hair_brush_10,hair_brush,15874,data/raw/mini_cure_or/test/15874.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8468.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15874.jpg,a61f02593888ec860ceef1ead0c8fbfc917ad41d56e0bbf5723c86e4a9e4316e,a61f02593888ec860ceef1ead0c8fbfc917ad41d56e0bbf5723c86e4a9e4316e
36,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_03,lg_cell_phone,11291,data/raw/mini_cure_or/test/11291.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8469.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11291.jpg,5cd50415608c23c70095e3682a1c5212c2a17297c31a40a5642fc9dce58ba2f9,5cd50415608c23c70095e3682a1c5212c2a17297c31a40a5642fc9dce58ba2f9
37,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_05,lg_cell_phone,12550,data/raw/mini_cure_or/test/12550.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8470.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/12550.jpg,e482fc25211cc8f17fa0bfe0d66637811b506445bacb5443cc4bcf14c64889f0,e482fc25211cc8f17fa0bfe0d66637811b506445bacb5443cc4bcf14c64889f0
38,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_06,lg_cell_phone,12704,data/raw/mini_cure_or/test/12704.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8471.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/12704.jpg,574fe9e679f5e898df460311c727c0e0f53efa41b8acc39f893064a05b7f92d3,574fe9e679f5e898df460311c727c0e0f53efa41b8acc39f893064a05b7f92d3
39,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_07,lg_cell_phone,13780,data/raw/mini_cure_or/test/13780.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8472.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13780.jpg,cfe835d252a34c04c641dfe3ebcf6daf804506a3770bace7ed6bb55477bce945,cfe835d252a34c04c641dfe3ebcf6daf804506a3770bace7ed6bb55477bce945
40,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_08,lg_cell_phone,13870,data/raw/mini_cure_or/test/13870.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8473.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13870.jpg,16986092313686c71122c176e0b4f740eabb6ab635580a44afe82355304979fa,16986092313686c71122c176e0b4f740eabb6ab635580a44afe82355304979fa
41,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_09,lg_cell_phone,13897,data/raw/mini_cure_or/test/13897.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8474.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13897.jpg,32ffff4f94bebeec050e9fda48105796dffc3b7e9ff194c355682cdee4d3ebbe,32ffff4f94bebeec050e9fda48105796dffc3b7e9ff194c355682cdee4d3ebbe
42,phone_screenshot_resave,rep_01,rtv03_lg_cell_phone_10,lg_cell_phone,15164,data/raw/mini_cure_or/test/15164.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8475.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15164.jpg,0a383f49957d4642600badf5e16dece0354e6ae2b5e669da64c9d6266de2c926,0a383f49957d4642600badf5e16dece0354e6ae2b5e669da64c9d6266de2c926
43,phone_screenshot_resave,rep_01,rtv03_pan_04,pan,11608,data/raw/mini_cure_or/test/11608.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8476.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11608.jpg,38a2d7d1b388ac3e0961109af1a13d160481de14edb86dee66948b9cf007ca75,38a2d7d1b388ac3e0961109af1a13d160481de14edb86dee66948b9cf007ca75
44,phone_screenshot_resave,rep_01,rtv03_pan_05,pan,12582,data/raw/mini_cure_or/test/12582.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8477.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/12582.jpg,a4589bd3453818fcb6733b2ed26c6f2980ca625856bf1ce7bf48b84c75daefb1,a4589bd3453818fcb6733b2ed26c6f2980ca625856bf1ce7bf48b84c75daefb1
45,phone_screenshot_resave,rep_01,rtv03_pan_06,pan,12844,data/raw/mini_cure_or/test/12844.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8478.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/12844.jpg,040e7f91fd5640167a8d493bb791455c8d69723b39d4b594501c073feec86054,040e7f91fd5640167a8d493bb791455c8d69723b39d4b594501c073feec86054
46,phone_screenshot_resave,rep_01,rtv03_pan_07,pan,13142,data/raw/mini_cure_or/test/13142.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8479.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13142.jpg,dadc4533b1f25da11d0117b3f8d4f26828423d0edda433434028c08783224712,dadc4533b1f25da11d0117b3f8d4f26828423d0edda433434028c08783224712
47,phone_screenshot_resave,rep_01,rtv03_pan_08,pan,14382,data/raw/mini_cure_or/test/14382.jpg,/Users/yaroslav/Desktop/Скрины rep-1,IMG_8480.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14382.jpg,0d5dc969565592c32fd1b7844a743330aa58320d125a3956186aa83c1fd6a349,0d5dc969565592c32fd1b7844a743330aa58320d125a3956186aa83c1fd6a349
